item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,source,page_title,review_verdict,review_note,label_origin,category
nat-0013,בדר״כ,"במערכת המבוססת על 'דו' נייד, סימני הסולפג' וגבהי הצלילים אמנם מתואמים בדר״כ באותו אופן כמו במערכת המנוגדת, אך אין שום דרישה מחייבת שהמוזיקאים יקשרו את סימני הסולפג' עם גבהי הצליל הממשיים.",בדרך כלל,בדר״כ.01,בדרך כלל,verified,2,בדרך כלל | ב-ד רב כהנא- ארמית בשל רב כהנא,natural,no,wikipedia,פיתוח שמיעה,,,wikipedia_natural,wiki_natural
nat-0014,בע״מ,"על סמך החלטות אלו נחתם ב-2 בדצמבר 2002 הסכם בין המדינה לבין החברה לישראל בע""מ ובתי זיקוק לנפט בע""מ, על פיו הפיצול וההפרטה של בתי הזיקוק יבוצעו במהלך השנים 2004–2005.",בערבון מוגבל,בע״מ.01,בערבון מוגבל,verified,4,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה,natural,yes,wikipedia,בתי זיקוק לנפט,,,wikipedia_natural,wiki_natural
nat-0015,ד״ר,"ד״ר דניאל מאיר וייל בספרו ניגון טעמי המקרא על פי המסורה מציע פענוח של המנגינה המקורית האבודה, מתוך ניתוח תאורטי וחיפוש מודל שיסביר את כללי טעמי המקרא המפורטים הידועים.",דוקטור,ד״ר.01,דוקטור,verified,4,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה,natural,yes,wikipedia,טעמי המקרא,,,wikipedia_natural,wiki_natural
nat-0016,ד״ר,"אש שימש בתפקיד זה עד אוקטובר 2011, והוחלף על ידי תת-אלוף ד""ר יצחק קרייס.",דוקטור,ד״ר.01,דוקטור,verified,4,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה,natural,yes,wikipedia,נחמן אש,,,wikipedia_natural,wiki_natural
nat-0017,ד״ר,"חלוץ הייצור של שיני חרסינה כשיניים תותבות היה ד""ר ס.",דוקטור,ד״ר.01,דוקטור,verified,4,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה,natural,yes,wikipedia,רפואת שיניים,,,wikipedia_natural,wiki_natural
nat-0018,האר״י,"ר' יצחק לוריא אשכנזי (האר""י הקדוש) (1534–1572) – גדול מקובלי צפת; ניסח שיטה חדשה בקבלה (“קבלת האר״י"") שהפכה לציר מרכזי בקבלה המאוחרת.",רבי יצחק לוריא,האר״י.02,רבי יצחק לוריא,verified,3,רבי יצחק לוריא | האשכנזי רבי יצחק | האדון רבי יצחק,natural,no,wikipedia,מקובל,,,wikipedia_natural,wiki_natural
nat-0019,השב״ס,ב-2011 מונה לתפקיד סגן מפקד המחוז הדרומי של השב״ס.,שירות בתי הסוהר,השב״ס.01,שירות בתי הסוהר,verified,2,שירות בתי הסוהר | השאלה בין-ספרייתית,natural,yes,wikipedia,יוסי מקדש,,,wikipedia_natural,wiki_natural
nat-0020,ז״ל,"במסורת של חסידות טריסק נאמר שהרבי מצאנז הסביר: ""אצלכם בני הטשערנובלער ז""ל רואים גם כן הנהגה בגדולה ועשירות גדולה, והרבה כלי כסף וכלי זהב, אך אצלכם זה לטפל.",זרע לבטלה,ז״ל.01,זכרו לברכה; זכרונו לברכה,verified,7,זרע לבטלה | זכור לטוב | זכר לחורבן | זכרנו לחיים | זה לשונו | זכר לדבר | זכרו לברכה; זכרונו לברכה,natural,yes,wikipedia,בית צ'רנוביל,,,wikipedia_natural,wiki_natural
nat-0021,ז״ל,"יש לנו בקבלת אבינו [רבי מרדכי] הטשערנאבליר ז״ל שלא לומר תורה, רק בעת ששורף אותו יפה בין שפתיו ולא יוכל להתאפק אז יאמר.",זרע לבטלה,ז״ל.01,זכרו לברכה; זכרונו לברכה,verified,7,זרע לבטלה | זכור לטוב | זכר לחורבן | זכרנו לחיים | זה לשונו | זכר לדבר | זכרו לברכה; זכרונו לברכה,natural,yes,wikipedia,בית צ'רנוביל,,,wikipedia_natural,wiki_natural
nat-0022,י״ח,"כבר ב-1920 עלתה למקום קבוצה של חלוצים בשם ""בשקירים"" שהייתה מורכבת ממשוחררי הגדודים העבריים ומאנשי גדוד העבודה, ובהם מאיר ברנר, אחיו של הסופר י״ח ברנר.",יוסף חיים,י״ח.01,יוסף חיים,verified,2,יוסף חיים | יודעי חן,natural,no,wikipedia,חצר גשר הישנה,,,wikipedia_natural,wiki_natural
nat-0023,י״ל,"לימים התפייסו שני היוצרים ביידיש, י""ל פרץ ושלום עליכם, ושבחו זה את יצירתו של חברו.",יצחק לייבוש,י״ל.01,יצחק לייבוש,verified,5,יש להם | יש לומר | יהודה לב | יצחק לייבוש | יראה לי,natural,yes,wikipedia,"י""ל פרץ",,,wikipedia_natural,wiki_natural
nat-0024,י״ל,"י""ל פרץ הרבה להשתתף באספות פועלים, והחל משנת 1894–1897 הוציא 17 קונטרסים שכתב בעיקר בעצמו, ואלו היוו את מבשרי הספרות הסוציאליסטית ביידיש ברוסיה ובפולין.",יצחק לייבוש,י״ל.01,יצחק לייבוש,verified,5,יש להם | יש לומר | יהודה לב | יצחק לייבוש | יראה לי,natural,yes,wikipedia,"י""ל פרץ",,,wikipedia_natural,wiki_natural
nat-0025,י״ל,"בשנים האחרונות לחייו החל י""ל פרץ לכתוב בעיקר עברית, והשתדל לתרגם יצירות רבות שלו לשפה זו.",יצחק לייבוש,י״ל.01,יצחק לייבוש,verified,5,יש להם | יש לומר | יהודה לב | יצחק לייבוש | יראה לי,natural,yes,wikipedia,"י""ל פרץ",,,wikipedia_natural,wiki_natural
nat-0026,כי״ח,נציג כי״ח שהגיע לעיר שנה לאחר מכן נדהם לראות את היהודים האומללים נושאים טלאי ופנה לשלטונות.,כל ישראל חברים,כי״ח.01,כל ישראל חברים,verified,2,כל ישראל חברים | כל יוצאי חלציו,natural,no,wikipedia,יהדות איראן,,,wikipedia_natural,wiki_natural
nat-0027,כ״א,"מערכת טעמי שאר הספרים נקראת בניגוד אליה ""טעמי כ״א ספרים"".",כל אחד,כ״א.01,(גימטריה) 21,verified,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,natural,yes,wikipedia,טעמי המקרא,,,wikipedia_natural,wiki_natural
nat-0028,כ״א,מֶֽתֶג – מתפקד כפי שנכתב לעיל בטעמי כ״א ספרים.,כל אחד,כ״א.01,(גימטריה) 21,verified,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,natural,yes,wikipedia,טעמי המקרא,,,wikipedia_natural,wiki_natural
nat-0029,כ״א,פָּסֵק׀ – מתפקד כפי שנכתב לעיל בטעמי כ״א ספרים.,כל אחד,כ״א.01,(גימטריה) 21,verified,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,natural,yes,wikipedia,טעמי המקרא,,,wikipedia_natural,wiki_natural
nat-0030,כ״ס,מונע במנוע 1.6HDi (טורבו-דיזל) עם 100 כ״ס.,כוח סוס,כ״ס.01,כוח סוס,verified,3,כפר סבא | כוח סוס | כתב סתר,natural,yes,wikipedia,סיטרואן,,,wikipedia_natural,wiki_natural
nat-0031,כ״ס,"בחזית ה-C4 ספייסטורר מותקן מנוע 1.6HDi המפיק 120 כ״ס, או טורבו-בנזין באותו נפח (THP) עם 165 כ״ס.",כוח סוס,כ״ס.01,כוח סוס,verified,3,כפר סבא | כוח סוס | כתב סתר,natural,yes,wikipedia,סיטרואן,,,wikipedia_natural,wiki_natural
nat-0032,כ״ס,"זמין עם תיבת הילוכים ידנית או רובוטית, המשודכות למנוע 1.6HDi בהספק 75 או 100 כ״ס.",כוח סוס,כ״ס.01,כוח סוס,verified,3,כפר סבא | כוח סוס | כתב סתר,natural,yes,wikipedia,סיטרואן,,,wikipedia_natural,wiki_natural
nat-0033,מג״ב,"רוכב קטנוע דרס לוחם ולוחמת מג""ב ופצע אותם קל-בינוני.",משמר הגבול,מג״ב.01,משמר הגבול,verified,3,משמר הגבול | מגה בית (גם: מגה בייט). בדיוק מיליון בית | מיירט גובה בינוני,natural,no,wikipedia,פיגועי טרור נגד ישראלים בישראל ובשטחים ב-2017,,,wikipedia_natural,wiki_natural
nat-0034,מג״ב,"8 במרץ – מחבלת ממזרח ירושלים בת 50 ניסתה לדקור שוטרי מג""ב ברחוב הגיא שבעיר העתיקה בירושלים.",משמר הגבול,מג״ב.01,משמר הגבול,verified,3,משמר הגבול | מגה בית (גם: מגה בייט). בדיוק מיליון בית | מיירט גובה בינוני,natural,no,wikipedia,פיגועי טרור נגד ישראלים בישראל ובשטחים ב-2017,,,wikipedia_natural,wiki_natural
nat-0035,מג״ב,"13 במרץ – התרחש פיגוע דקירה בשער האריות בירושלים מחבל דקר שני שוטרי מג""ב ופצע אותם באורח בינוני.",משמר הגבול,מג״ב.01,משמר הגבול,verified,3,משמר הגבול | מגה בית (גם: מגה בייט). בדיוק מיליון בית | מיירט גובה בינוני,natural,no,wikipedia,פיגועי טרור נגד ישראלים בישראל ובשטחים ב-2017,,,wikipedia_natural,wiki_natural
nat-0036,מד״א,"האפליקציה משמשת בגרסתה המורחבת גם את כלל פעילי מד""א.",מגן דוד אדום,מד״א.01,מגן דוד אדום,verified,5,מגן דוד אדום | מרא דאתרא | מסכת דרך ארץ | מאן דאמר (מי שאמר) | משום דרכי אמורי,natural,yes,wikipedia,מגן דוד אדום,,,wikipedia_natural,wiki_natural
nat-0037,מד״א,"מוקד רפואי - במוקד הרפואי יושבים רופאים, פרמדיקים וחובשים מטעם מד""א המהווים סמכות רפואית לצוותים שבשטח, הן באישור פעולות מיוחדות והן בהתייעצות רפואית, במידת הצורך.",מגן דוד אדום,מד״א.01,מגן דוד אדום,verified,5,מגן דוד אדום | מרא דאתרא | מסכת דרך ארץ | מאן דאמר (מי שאמר) | משום דרכי אמורי,natural,yes,wikipedia,מגן דוד אדום,,,wikipedia_natural,wiki_natural
nat-0038,מד״א,"נוער מד""א מורכב ממתנדבי נוער בגילאי 15 עד 18 אשר מתנדבים באופן פעיל באמבולנסים, בניידות הטיפול הנמרץ, בהתרמות דם ובאירועים קהילתיים.",מגן דוד אדום,מד״א.01,מגן דוד אדום,verified,5,מגן דוד אדום | מרא דאתרא | מסכת דרך ארץ | מאן דאמר (מי שאמר) | משום דרכי אמורי,natural,yes,wikipedia,מגן דוד אדום,,,wikipedia_natural,wiki_natural
nat-0041,מח״ל,"חלק מצוות המתנדבים האמריקאים, כמו אחרים מאנשי מח""ל, בחרו להישאר במדינת ישראל, ביניהם מורי גרינפילד.",מתנדבי חוץ לארץ במלחמת העצמאות,מח״ל.01,מפלגת חרות לאומית,verified,2,מתנדבי חוץ לארץ במלחמת העצמאות | מפלגת חרות לאומית,natural,no,wikipedia,הצי הסודי של היהודים,,,wikipedia_natural,wiki_natural
nat-0042,מל״ל,"ב-19 בספטמבר 1918 כבש הצבא הבריטי את אזור כפר מל""ל ובהמשך את כל צפון הארץ.",משה לייב ליליינבלום,מל״ל.01,משה לייב ליליינבלום,verified,3,המוסד לביטוח לאומי | המטה לביטחון לאומי | משה לייב ליליינבלום,natural,yes,wikipedia,"כפר מל""ל",,,wikipedia_natural,wiki_natural
nat-0043,מל״ל,"ב־1930 נבנה בית ספר ""כפר מל""ל"" במבנה דו-קומתי לילדי כל האזור ובהמשך המבנה נקרא ""הבית הציבורי"".",משה לייב ליליינבלום,מל״ל.01,משה לייב ליליינבלום,verified,3,המוסד לביטוח לאומי | המטה לביטחון לאומי | משה לייב ליליינבלום,natural,yes,wikipedia,"כפר מל""ל",,,wikipedia_natural,wiki_natural
nat-0044,מל״ל,"בתחילת שנות ה-30 מסרה כפר מל""ל, מסיבות ציוניות, שטחים של אלפי דונמים שהיו ברשותה לטובת הקמת יישובים נוספים מסביב ליישוב.",משה לייב ליליינבלום,מל״ל.01,משה לייב ליליינבלום,verified,3,המוסד לביטוח לאומי | המטה לביטחון לאומי | משה לייב ליליינבלום,natural,yes,wikipedia,"כפר מל""ל",,,wikipedia_natural,wiki_natural
nat-0045,ממ״ד,"במקרה של תוספת ממ""ד לדירה בבית משותף, נדרשת הסכמתם של בעלי 60% מן הדירות.",מרחב מוגן דירתי,ממ״ד.01,מרחב מוגן דירתי,verified,3,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי,natural,yes,wikipedia,מרחב מוגן,,,wikipedia_natural,wiki_natural
nat-0046,ממ״ד,"בשנת 2021, בהובלת שרת הפנים איילת שקד, אושרו הקלות בהוצאת היתר בנייה, כך שבוטלה החובה להשיג היתר בנייה לכל המבנה, על מנת לקבל היתר לבניית ממ""ד.",מרחב מוגן דירתי,ממ״ד.01,מרחב מוגן דירתי,verified,3,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי,natural,yes,wikipedia,מרחב מוגן,,,wikipedia_natural,wiki_natural
nat-0047,ממ״ד,"במהלך מלחמת חרבות ברזל אושרו הקלות נוספות באופן שאפשרו הקמת ממ""ד ללא היתר בנייה.",מרחב מוגן דירתי,ממ״ד.01,מרחב מוגן דירתי,verified,3,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי,natural,yes,wikipedia,מרחב מוגן,,,wikipedia_natural,wiki_natural
nat-0048,מע״ר,"מינימום שעות הלימוד בקורס מע""רים הוא 44 שעות, כאשר מע""ר המעוניין להתלוות לצוות אמבולנס יידרש לעבור הסמכת מע""ר עד 60 שעות.",מגיש עזרה ראשונה,מע״ר.01,מגיש עזרה ראשונה,verified,3,מרכז עסקים ראשי | מגיש עזרה ראשונה | מע'אר (בערבית: المغار),natural,yes,wikipedia,החייאה,,,wikipedia_natural,wiki_natural
nat-0049,מ״מ,"דגם ה-OLED כולל צג OLED בגודל 7 אינץ' (180 מ""מ) 720p, וכשהוא מחובר לעגינה, פלט ברזולוציית 1080p בדומה לדגם המקורי.",מילימטר,מ״מ.01,מילימטר,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,wikipedia,נינטנדו סוויץ',,,wikipedia_natural,wiki_natural
nat-0050,מ״מ,"כמות המשקעים הממוצעת היא 700 - 1,500 מ״מ בשנה ברוב האזורים בהם מתקיים אקלים סובטרופי גשום.",מילימטר,מ״מ.01,מילימטר,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,wikipedia,אקלים סובטרופי גשום,,,wikipedia_natural,wiki_natural
nat-0051,מ״מ,"בחודשים היבשים ביותר כמות המשקעים היא פחות מ־60 מ""מ בחודש.",מילימטר,מ״מ.01,מילימטר,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,wikipedia,אקלים סוואנה טרופי,,,wikipedia_natural,wiki_natural
nat-0052,מ״מ,"יגאל תמיר (יניב ביטון) - מ""מ של המאבטח, קיבל יחס קר מפולישוק לאור העובדה שהיה דומה ליגאל עמיר, רוצחו של ראש ממשלת ישראל, יצחק רבין והיה בעל שם דומה.",ממלא מקום,מ״מ.02,ממלא מקום,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,wikipedia,פולישוק (סדרת טלוויזיה),,,wikipedia_natural,wiki_natural
nat-0053,מ״צ,"בחזית הדרום פעלו שלוש אוגדות להן לא היה כוח מ""צ אורגני.",משטרה צבאית,מ״צ.01,משטרה צבאית,verified,3,"מעלות צלזיוס | משטרה צבאית | משיח צדק, משיח צִדקנו",natural,yes,wikipedia,חיל המשטרה הצבאית,,,wikipedia_natural,wiki_natural
nat-0054,מ״צ,"כוחות מ""צ עסקו בשילוט נתיבי העלייה לרמת הגולן ובסימון צירים נקיים ממיקוש.",משטרה צבאית,מ״צ.01,משטרה צבאית,verified,3,"מעלות צלזיוס | משטרה צבאית | משיח צדק, משיח צִדקנו",natural,yes,wikipedia,חיל המשטרה הצבאית,,,wikipedia_natural,wiki_natural
nat-0055,מ״צ,"תחנת מ""צ שנפתחה בגדות סייעה והשתלבה במשימות השונות של השלמת הכיבוש וההתארגנות ברמה.",משטרה צבאית,מ״צ.01,משטרה צבאית,verified,3,"מעלות צלזיוס | משטרה צבאית | משיח צדק, משיח צִדקנו",natural,yes,wikipedia,חיל המשטרה הצבאית,,,wikipedia_natural,wiki_natural
nat-0056,מ״ק,"בנוסף, נהר הירמוך הנשפך אל הירדן מדרום לכנרת תרם בעבר לזרימתו עוד כ־480 מיליון מ""ק בממוצע לשנה, אך כיום מנוצלים מי הירמוך ברובם.",מטר מעוקב,מ״ק.01,מטר מעוקב,verified,10,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת,natural,yes,wikipedia,נהר הירדן,,,wikipedia_natural,wiki_natural
nat-0057,מ״ק,"בירדן, בגשר הפקק, נרשם השיא של 1,094 מיליון מ״ק לכל העונה (פי 2.5 מהממוצע), ובהידרוגרף בסמוך לשדה נחמיה נמדד השיא של 763 מיליון מ״ק, לעומת ממוצע של 383 מיליון מ״ק בשנה (1942– 2018).",מטר מעוקב,מ״ק.01,מטר מעוקב,verified,10,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת,natural,yes,wikipedia,נהר הירדן,,,wikipedia_natural,wiki_natural
nat-0058,מ״ק,הספיקה המקסימלית (השיטפונית) הגבוהה ביותר בירדן ההררי בגשר הפקק היא 214 מ״ק בשנייה ונרשמה ביום ה־23 בינואר 1969.,מטר מעוקב,מ״ק.01,מטר מעוקב,verified,10,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת,natural,yes,wikipedia,נהר הירדן,,,wikipedia_natural,wiki_natural
nat-0059,מ״ר,"שטחו של הבניין 11,000 מ""ר, ובמתו הגדולה יכולה להכיל 450 איש.",מטר רבוע,מ״ר.01,מטר רבוע,verified,3,מטר רבוע | מדרש רבה | מילי־רדיאן,natural,yes,wikipedia,האופרה גרנייה,,,wikipedia_natural,wiki_natural
nat-0060,מ״ר,"המאפיין המרכזי של המבנה הוא האטריום הגבוה, אשר מעוצב כבית משפט פתוח, המוקף בחלל פיסולי המשתרע על פני 16,000 מ״ר.",מטר רבוע,מ״ר.01,מטר רבוע,verified,3,מטר רבוע | מדרש רבה | מילי־רדיאן,natural,yes,wikipedia,הגלריה הלאומית לאמנות (וושינגטון),,,wikipedia_natural,wiki_natural
nat-0061,מ״ר,"בעתירה שהוגשה ביקשו לפתור את בעיית הצפיפות בבתי הסוהר באמצעות גיבוש תוכנית למימוש שטח מחיה הולם לאסיר בטווח זמן סביר הדרושים על מנת להבטיח כי לכל אסיר יהיה שטח מחיה של 4 מ""ר לא כולל שירותים ומקלחת.",מטר רבוע,מ״ר.01,מטר רבוע,verified,3,מטר רבוע | מדרש רבה | מילי־רדיאן,natural,yes,wikipedia,"בג""ץ האגודה לזכויות האזרח נגד השר לביטחון פנים (מרחב המחיה של אסירים)",,,wikipedia_natural,wiki_natural
nat-0062,נ״מ,"הטייס שנטש את מטוס המיסטר שלו היה בני פלד, לאחר שנפגע מאש נ""מ ליד ראס נצרני.",נגד מטוסים,נ״מ.01,נגד מטוסים,verified,2,נגד מטוסים | נפקא מינא,natural,yes,wikipedia,חיל האוויר הישראלי,,,wikipedia_natural,wiki_natural
nat-0063,נ״מ,"במהלך הקרבות איבד החיל 15 מטוסים, רובם מאש נ""מ, ו-5 טייסים נהרגו.",נגד מטוסים,נ״מ.01,נגד מטוסים,verified,2,נגד מטוסים | נפקא מינא,natural,yes,wikipedia,חיל האוויר הישראלי,,,wikipedia_natural,wiki_natural
nat-0064,נ״מ,"בתקופה זו התמודד החיל עם מערכי נ״מ מתקדמים של האויב, שגרמו לאבדות משמעותיות, אך גם הדגישו את חשיבות הפקת הלקחים ושיפור שיטות הלחימה.",נגד מטוסים,נ״מ.01,נגד מטוסים,verified,2,נגד מטוסים | נפקא מינא,natural,yes,wikipedia,חיל האוויר הישראלי,,,wikipedia_natural,wiki_natural
nat-0065,סאפ,"השקעותיו בבנצ'מרק כוללות את Finjan Holdings (הונפקה בשנת 2014) Gigya (נרכשה בשנת 2017 על ידי חברת סאפ) סיקינג אלפא, Digital Fuel, (נרכשה ב-2011 על ידי VMware).",SAP (חברה),סאפ.01,SAP (חברה),verified,7,בוב סאפ | סאפ לאבס ישראל | SAP (חברה) | סאפ (גלישה) | SAP (חומר) | SAP (מפלגה) | Sap (אלבום),natural,yes,wikipedia,מייקל אייזנברג,,,wikipedia_natural,wiki_natural
nat-0066,סאפ,"לצורך כך הוקם צוות לבחינת פתרונות לניהול כלל משאבי הארגון (ERP), שנפגש עם שתי השחקניות העולמיות החזקות בתחום: ""אורקל"" ו""סאפ"".",SAP (חברה),סאפ.01,SAP (חברה),verified,7,בוב סאפ | סאפ לאבס ישראל | SAP (חברה) | סאפ (גלישה) | SAP (חומר) | SAP (מפלגה) | Sap (אלבום),natural,yes,wikipedia,"מרכב""ה",,,wikipedia_natural,wiki_natural
nat-0067,סאפ,"למרות זאת, הוחלט בשנת 2000, בתמיכת החשב הכללי, ניר גלעד, ונציב שירות המדינה, שמואל הולנדר, לצאת למכרז לרכישת מערכת כזו, בו זכתה חברת ""סאפ"".",SAP (חברה),סאפ.01,SAP (חברה),verified,7,בוב סאפ | סאפ לאבס ישראל | SAP (חברה) | סאפ (גלישה) | SAP (חומר) | SAP (מפלגה) | Sap (אלבום),natural,yes,wikipedia,"מרכב""ה",,,wikipedia_natural,wiki_natural
nat-0068,סאפ,"בנוסף לאוניות הנוסעים ולסירות הכבול התיירותיות, פועלות בנהר גם סירות מנוע קטנות יותר, קאנו, קיאק וסאפ.",סאפ (גלישה),סאפ.02,סאפ (גלישה),verified,7,בוב סאפ | סאפ לאבס ישראל | SAP (חברה) | סאפ (גלישה) | SAP (חומר) | SAP (מפלגה) | Sap (אלבום),natural,yes,wikipedia,המה (נהר),,,wikipedia_natural,wiki_natural
nat-0069,סאפ,באזור החוף קיימת שונית אליה מגיעים גם גולשי סאפ.,סאפ (גלישה),סאפ.02,סאפ (גלישה),verified,7,בוב סאפ | סאפ לאבס ישראל | SAP (חברה) | סאפ (גלישה) | SAP (חומר) | SAP (מפלגה) | Sap (אלבום),natural,yes,wikipedia,קברטה,,,wikipedia_natural,wiki_natural
